#Latin name	Filename (NCBI Taxonomy ID)
mitochondrion Pachyornis australis	239969.mitochondrion
mitochondrion Pachyornis elephantopus	8815.mitochondrion
mitochondrion Pachyornis mappini	239970.mitochondrion
mitochondrion Pachypappa marsupialis	330418.mitochondrion
mitochondrion Pachyplectron arifolium	78821.mitochondrion
mitochondrion Pachypsylla venusta	38123.mitochondrion
mitochondrion Pachyptila desolata	79635.mitochondrion
mitochondrion Pachyptila salvini	79636.mitochondrion
mitochondrion Pachyptila turtur	37059.mitochondrion
mitochondrion Pachyptila vittata	37060.mitochondrion
mitochondrion Pachyramphus aglaiae	369599.mitochondrion
mitochondrion Pachyramphus castaneous	369601.mitochondrion
mitochondrion Pachyramphus cinnamomeus	369602.mitochondrion
mitochondrion Pachyramphus homochrous	369603.mitochondrion
mitochondrion Pachyramphus major	369604.mitochondrion
mitochondrion Pachyramphus marginatus	114333.mitochondrion
mitochondrion Pachyramphus polychopterus	196045.mitochondrion
mitochondrion Pachyramphus surinamus	369608.mitochondrion
mitochondrion Pachyramphus validus	369609.mitochondrion
mitochondrion Pachyramphus versicolor	114334.mitochondrion
mitochondrion Pachyramphus viridis	369610.mitochondrion
mitochondrion Pachyrhizus erosus	109171.mitochondrion
mitochondrion Pachysolen tannophilus	4918.mitochondrion
mitochondrion Pachytriton labiatus	156859.mitochondrion
mitochondrion Padda oryzivora	267976.mitochondrion
mitochondrion Paedocypris sp. Banka	432421.mitochondrion
mitochondrion Paedocypris sp. Pulau Singkep	432429.mitochondrion
mitochondrion Pagastiella orophila	288853.mitochondrion
mitochondrion Pagellus bogaraveo	98819.mitochondrion
mitochondrion Pagetopsis macropterus	36194.mitochondrion
mitochondrion Pagetopsis maculatus	70434.mitochondrion
mitochondrion Pagodroma nivea	52126.mitochondrion
mitochondrion Pagothenia borchgrevinki	8213.mitochondrion
mitochondrion Pagrus auriga	63415.mitochondrion
mitochondrion Pagrus major	143350.mitochondrion
mitochondrion Pagrus pagrus	8173.mitochondrion
mitochondrion Paguma larvata	9675.mitochondrion
mitochondrion Pagurus longicarpus	111067.mitochondrion
mitochondrion Pagyris cymothoe	304561.mitochondrion
mitochondrion Pagyris ulla	344661.mitochondrion
mitochondrion Palaeolamprologus toae	299341.mitochondrion
mitochondrion Palea steindachneri	161718.mitochondrion
mitochondrion Paleosuchus palpebrosus	84099.mitochondrion
mitochondrion Paleosuchus trigonatus	38658.mitochondrion
mitochondrion Palmorchis trilobulata	78823.mitochondrion
mitochondrion Pamphorichthys hollandi	417478.mitochondrion
mitochondrion Pampus punctatissimus	316145.mitochondrion
mitochondrion Pan paniscus	9597.mitochondrion
mitochondrion Pan troglodytes	9598.mitochondrion
mitochondrion Panaphis juglandis	135958.mitochondrion
mitochondrion Panax ginseng	4054.mitochondrion
mitochondrion Panchlora azteca	406584.mitochondrion
mitochondrion Pandaka lidwilli	186833.mitochondrion
mitochondrion Pandion haliaetus	56262.mitochondrion
mitochondrion Pandion haliaetus haliaetus	252792.mitochondrion
mitochondrion Panesthia sp. 1 DJGI-2006	406586.mitochondrion
mitochondrion Pangasianodon gigas	30993.mitochondrion
mitochondrion Pangio anguillaris	357285.mitochondrion
mitochondrion Panisea tricallosa	141748.mitochondrion
mitochondrion Panterpe insignis	304665.mitochondrion
mitochondrion Panthera leo	9689.mitochondrion
mitochondrion Panthera tigris	9694.mitochondrion
mitochondrion Pantherophis bairdi	94884.mitochondrion
mitochondrion Pantherophis guttatus	94885.mitochondrion
mitochondrion Pantherophis guttatus guttatus	412765.mitochondrion
mitochondrion Pantherophis obsoletus	39099.mitochondrion
mitochondrion Pantherophis slowinskii	271451.mitochondrion
mitochondrion Pantherophis vulpinus	94886.mitochondrion
mitochondrion Pantholops hodgsonii	59538.mitochondrion
mitochondrion Pantodon buchholzi	8276.mitochondrion
mitochondrion Panulirus japonicus	6736.mitochondrion
mitochondrion Panurus biarmicus	181101.mitochondrion
mitochondrion Papilio xuthus	66420.mitochondrion
mitochondrion Papiliolebias bitteri	135293.mitochondrion
mitochondrion Papio hamadryas	9557.mitochondrion
mitochondrion Papio hamadryas hamadryas	9562.mitochondrion
mitochondrion Pappogeomys bulleri	13628.mitochondrion
mitochondrion Parabodo caudatus	351713.mitochondrion
mitochondrion Parabramis pekinensis	75358.mitochondrion
mitochondrion Parabuteo unicinctus	223492.mitochondrion
mitochondrion Parabuteo unicinctus harrisi	223493.mitochondrion
mitochondrion Parabuteo unicinctus unicinctus	223494.mitochondrion
mitochondrion Paracentrotus lividus	7656.mitochondrion
mitochondrion Parachanna africana	304448.mitochondrion
mitochondrion Parachanna insignis	215404.mitochondrion
mitochondrion Parachanna obscura	304449.mitochondrion
mitochondrion Parachromis dovii	63177.mitochondrion
mitochondrion Parachromis loisellei	63178.mitochondrion
mitochondrion Parachromis managuensis	172535.mitochondrion
mitochondrion Paracoccidioides brasiliensis	121759.mitochondrion
mitochondrion Paracontias brocchii	249504.mitochondrion
mitochondrion Paracontias hildebrandti	249505.mitochondrion
mitochondrion Paracontias holomelas	249506.mitochondrion
mitochondrion Paracontias sp. MMB-2003	249509.mitochondrion
mitochondrion Paracottus knerii	61626.mitochondrion
mitochondrion Paracynictis selousi	311560.mitochondrion
mitochondrion Paracyprichromis brieni	27757.mitochondrion
mitochondrion Paracyprichromis nigripinnis	309875.mitochondrion
mitochondrion Paradisaea minor	39964.mitochondrion
mitochondrion Paradisaea raggiana	36268.mitochondrion
mitochondrion Paradisaea rubra	39963.mitochondrion
mitochondrion Paradisaea rudolphi	36267.mitochondrion
mitochondrion Paradoxaphis aristoteliae	224523.mitochondrion
mitochondrion Paradoxaphis plagianthi	224524.mitochondrion
mitochondrion Paradoxornis webbianus	337173.mitochondrion
mitochondrion Paradoxurus hermaphroditus	71117.mitochondrion
mitochondrion Paragonimus ohirai	59629.mitochondrion
mitochondrion Paragonimus westermani	34504.mitochondrion
mitochondrion Paragorgia coralloides	161901.mitochondrion
mitochondrion Parahyaena brunnea	172271.mitochondrion
mitochondrion Parajulis poecilepterus	356780.mitochondrion
mitochondrion Parakneria cameronensis	299325.mitochondrion
mitochondrion Paralichthys olivaceus	8255.mitochondrion
mitochondrion Paramecium aurelia	5889.mitochondrion
mitochondrion Paramecium primaurelia	5886.mitochondrion
mitochondrion Paramecium tetraurelia	5888.mitochondrion
mitochondrion Paramesotriton hongkongensis	164972.mitochondrion
mitochondrion Paramurexia rothschildi	418657.mitochondrion
mitochondrion Paranaja multifasciata	111947.mitochondrion
mitochondrion Paraneetroplus bulleri	247400.mitochondrion
mitochondrion Paraneetroplus sieboldii-ba	63180.mitochondrion
mitochondrion Paraneetroplus sieboldii-co	63181.mitochondrion
mitochondrion Paranotothenia magellanica	37005.mitochondrion
mitochondrion Paranotothenia microlepidota	197777.mitochondrion
mitochondrion Parantechinus apicalis	9291.mitochondrion
mitochondrion Parantechinus bilarni	32555.mitochondrion
mitochondrion Paranyctimene raptor	270785.mitochondrion
mitochondrion Parapercis sp. MH-2004	308101.mitochondrion
mitochondrion Parapristipoma trilineatum	360507.mitochondrion
mitochondrion Parapsectra sp. A TE-2004	288861.mitochondrion
mitochondrion Parargyrops edita	255644.mitochondrion
mitochondrion Parascalops breweri	94437.mitochondrion
mitochondrion Paraspadella gotoi	34758.mitochondrion
mitochondrion Parasphaerichthys ocellatus	313188.mitochondrion
mitochondrion Paratanytarsus austriacus	288872.mitochondrion
mitochondrion Paratanytarsus grimmii	288873.mitochondrion
mitochondrion Paratanytarsus hyperboreus	288805.mitochondrion
mitochondrion Paratanytarsus natvigi	288874.mitochondrion
mitochondrion Paratemnopteryx atra	102998.mitochondrion
mitochondrion Paratemnopteryx centralensis	102999.mitochondrion
mitochondrion Paratemnopteryx couloniana	103000.mitochondrion
mitochondrion Paratemnopteryx howarthi	103001.mitochondrion
mitochondrion Paratemnopteryx kookabinnensis	103002.mitochondrion
mitochondrion Paratemnopteryx rosensis	103003.mitochondrion
mitochondrion Paratemnopteryx rufa	103004.mitochondrion
mitochondrion Paratemnopteryx sp.	109988.mitochondrion
mitochondrion Paratemnopteryx stonei	87336.mitochondrion
mitochondrion Paratemnopteryx weinsteini	87337.mitochondrion
mitochondrion Paratomella rubra	90914.mitochondrion
mitochondrion Paratropes sp. 1 DJGI-2006	406674.mitochondrion
mitochondrion Parazen pacificus	181440.mitochondrion
mitochondrion Pardalotus striatus	108840.mitochondrion
mitochondrion Pardosa drenskii	378661.mitochondrion
mitochondrion Pardosa evelinae	378662.mitochondrion
mitochondrion Pardosa hyperborea	378663.mitochondrion
mitochondrion Pardosa mixta	378664.mitochondrion
mitochondrion Pardosa monticola	378665.mitochondrion
mitochondrion Pardosa oreophila	74983.mitochondrion
mitochondrion Pardosa palustris	74985.mitochondrion
mitochondrion Pardosa saltuaria	378666.mitochondrion
mitochondrion Parhyale hawaiiensis	280677.mitochondrion
mitochondrion Paris quadrifolia	231488.mitochondrion
mitochondrion Parisoma subcaeruleum	187441.mitochondrion
mitochondrion Parma oligolepis	161912.mitochondrion
mitochondrion Parmoptila jamesoni	208082.mitochondrion
mitochondrion Paroaria coronata	181102.mitochondrion
mitochondrion Parosphromenus anjunganensis	313240.mitochondrion
mitochondrion Parosphromenus deissneri	209237.mitochondrion
mitochondrion Parosphromenus ornaticauda	313241.mitochondrion
mitochondrion Parosphromenus paludicola	313242.mitochondrion
mitochondrion Parotia lawesii	39961.mitochondrion
mitochondrion Parotomys sp. RMA-2005	332678.mitochondrion
mitochondrion Parula americana	125947.mitochondrion
mitochondrion Parula gutturalis	125948.mitochondrion
mitochondrion Parula pitiayumi	125949.mitochondrion
mitochondrion Parula superciliosa	125950.mitochondrion
mitochondrion Parus bicolor	317105.mitochondrion
mitochondrion Parus bokharensis	309536.mitochondrion
mitochondrion Parus caeruleus	9156.mitochondrion
mitochondrion Parus inornatus	9155.mitochondrion
mitochondrion Parus major	9157.mitochondrion
mitochondrion Parus minor	213890.mitochondrion
mitochondrion Parus montanus	48895.mitochondrion
mitochondrion Parus palustris	48890.mitochondrion
mitochondrion Parus varius castaneoventris	245566.mitochondrion
mitochondrion Parus varius varius	245567.mitochondrion
mitochondrion Parvimolge townsendi	187954.mitochondrion
mitochondrion Parvospeonomus canyellesi	416634.mitochondrion
mitochondrion Parvulastra exigua	46524.mitochondrion
mitochondrion Parvulastra parvivipara	46526.mitochondrion
mitochondrion Parvulastra vivipara	46525.mitochondrion
mitochondrion Passer domesticus	48849.mitochondrion
mitochondrion Passer domesticus domesticus	158053.mitochondrion
mitochondrion Passer luteus	58821.mitochondrion
mitochondrion Passer montanus	9160.mitochondrion
mitochondrion Passer montanus saturatus	353272.mitochondrion
mitochondrion Passerculus sandwichensis	161624.mitochondrion
mitochondrion Passerella iliaca	44389.mitochondrion
mitochondrion Passerina amoena	142471.mitochondrion
mitochondrion Passerina caerulea	164629.mitochondrion
mitochondrion Passerina ciris	164630.mitochondrion
mitochondrion Passerina cyanea	84843.mitochondrion
mitochondrion Passerina leclancherii	164631.mitochondrion
mitochondrion Passerina rositae	164632.mitochondrion
mitochondrion Passerina versicolor	164633.mitochondrion
mitochondrion Pastinachus sephen	87138.mitochondrion
mitochondrion Patagioenas speciosa	372313.mitochondrion
mitochondrion Patagona gigas	304667.mitochondrion
mitochondrion Patagonotothen tessellata	83205.mitochondrion
mitochondrion Patanga japonica	334755.mitochondrion
mitochondrion Patiria miniata	46514.mitochondrion
mitochondrion Patiria pectinifera	7594.mitochondrion
mitochondrion Patiriella regularis	46519.mitochondrion
mitochondrion Patricia dercyllidas	344663.mitochondrion
mitochondrion Pauxi pauxi	125070.mitochondrion
mitochondrion Pauxi unicornis	210763.mitochondrion
mitochondrion Pavlova lutheri	2832.mitochondrion
mitochondrion Pavo cristatus	9049.mitochondrion
mitochondrion Pavo muticus	9050.mitochondrion
mitochondrion Pavo muticus imperator	327497.mitochondrion
mitochondrion Pavona clavus	367766.mitochondrion
mitochondrion Pecari tajacu	9829.mitochondrion
mitochondrion Pecten maximus	6579.mitochondrion
mitochondrion Pectinia alcicornis	46735.mitochondrion
mitochondrion Pectinia paeonia	242777.mitochondrion
mitochondrion Pedetes capensis surdaster	47974.mitochondrion
mitochondrion Pedinomonas minor	3159.mitochondrion
mitochondrion Pedionomus torquatus	227192.mitochondrion
mitochondrion Pedopodisma tsinlingensis	334769.mitochondrion
mitochondrion Pegasus volitans	215342.mitochondrion
mitochondrion Pelagodroma marina	37075.mitochondrion
mitochondrion Pelagophycus porra	117528.mitochondrion
mitochondrion Pelargopsis capensis	342365.mitochondrion
mitochondrion Pelea capreolus	59552.mitochondrion
mitochondrion Pelecanoides garnotii	79637.mitochondrion
mitochondrion Pelecanoides georgicus	37078.mitochondrion
mitochondrion Pelecanoides magellanicus	79638.mitochondrion
mitochondrion Pelecanoides urinatrix	37079.mitochondrion
mitochondrion Pelecanus conspicillatus	317791.mitochondrion
mitochondrion Pelecus cultratus	317925.mitochondrion
mitochondrion Peliperdix coqui	388984.mitochondrion
mitochondrion Pellia epiphylla	40340.mitochondrion
mitochondrion Pellia sp. Qiu 95001	254648.mitochondrion
mitochondrion Pellonula leonensis	402406.mitochondrion
mitochondrion Pelobates cultripes	61616.mitochondrion
mitochondrion Pelochelys bibroni	171792.mitochondrion
mitochondrion Pelochelys cantorii	171793.mitochondrion
mitochondrion Pelodiscus sinensis	13735.mitochondrion
mitochondrion Pelodytes punctatus	43542.mitochondrion
mitochondrion Pelomedusa subrufa	44522.mitochondrion
mitochondrion Pelvicachromis pulcher	28827.mitochondrion
mitochondrion Pemphigus bursarius	128817.mitochondrion
mitochondrion Pemphigus populi	198319.mitochondrion
mitochondrion Pemphigus spyrothecae	120009.mitochondrion
mitochondrion Penaeus monodon	6687.mitochondrion
mitochondrion Penelope obscura	125071.mitochondrion
mitochondrion Penelopina nigra	116996.mitochondrion
mitochondrion Peneothello bimaculatus	254640.mitochondrion
mitochondrion Penicillium chrysogenum	5076.mitochondrion
mitochondrion Penicillium marneffei	37727.mitochondrion
mitochondrion Penicillium urticae	29844.mitochondrion
mitochondrion Pennisetum glaucum	4543.mitochondrion
mitochondrion Pentalagus furnessi	156447.mitochondrion
mitochondrion Peperomia cubensis	69413.mitochondrion
mitochondrion Peperomia griseoargentea	69412.mitochondrion
mitochondrion Peperomia obtusifolia	69414.mitochondrion
mitochondrion Peperomia polybotrya	41256.mitochondrion
mitochondrion Peponocephala electra	103596.mitochondrion
mitochondrion Peprilus medius	316146.mitochondrion
mitochondrion Perameles gunnii	37737.mitochondrion
mitochondrion Perameles nasuta	9344.mitochondrion
mitochondrion Perca flavescens	8167.mitochondrion
mitochondrion Perccottus glenii	284583.mitochondrion
mitochondrion Percina aurantiaca	163808.mitochondrion
mitochondrion Percina austroperca	163811.mitochondrion
mitochondrion Percina burtoni	163813.mitochondrion
mitochondrion Percina caprodes	54317.mitochondrion
mitochondrion Percina carbonaria	163814.mitochondrion
mitochondrion Percina copelandi	54323.mitochondrion
mitochondrion Percina evides	54328.mitochondrion
mitochondrion Percina jenkinsi	163818.mitochondrion
mitochondrion Percina kathae	163819.mitochondrion
mitochondrion Percina macrocephala	163821.mitochondrion
mitochondrion Percina macrolepida	163822.mitochondrion
mitochondrion Percina maculata	57866.mitochondrion
mitochondrion Percina nebulosa	307973.mitochondrion
mitochondrion Percina peltata	163823.mitochondrion
mitochondrion Percina phoxocephala	54340.mitochondrion
mitochondrion Percina rex	163830.mitochondrion
mitochondrion Percina roanoka	163831.mitochondrion
mitochondrion Percina sciera	163832.mitochondrion
mitochondrion Percina suttkusi	163835.mitochondrion
mitochondrion Percina vigil	163838.mitochondrion
mitochondrion Percnostola leucostigma leucostigma	324750.mitochondrion
mitochondrion Percnostola saturata saturata	324752.mitochondrion
mitochondrion Percnostola schistacea	324753.mitochondrion
mitochondrion Percopsis transmontana	143327.mitochondrion
mitochondrion Perdicula asiatica	249172.mitochondrion
mitochondrion Perdix dauuricae	114919.mitochondrion
mitochondrion Perdix perdix	9052.mitochondrion
mitochondrion Perga condei	32411.mitochondrion
mitochondrion Pericrocotus cinnamomeus	424832.mitochondrion
mitochondrion Pericrocotus divaricatus	424830.mitochondrion
mitochondrion Pericrocotus erythropygius	424835.mitochondrion
mitochondrion Perionyx excavatus	168854.mitochondrion
mitochondrion Periophthalmus argentilineatus	86205.mitochondrion
mitochondrion Periophthalmus barbarus	166755.mitochondrion
mitochondrion Periphyllus bulgaricus	198316.mitochondrion
mitochondrion Periplaneta americana	6978.mitochondrion
mitochondrion Periplaneta fuliginosa	36977.mitochondrion
mitochondrion Perisoreus canadensis	54573.mitochondrion
mitochondrion Perissodus microlepis	32509.mitochondrion
mitochondrion Pernis apivorus	43551.mitochondrion
mitochondrion Perodicticus potto	9472.mitochondrion
mitochondrion Perodicticus potto ibeanus	261737.mitochondrion
mitochondrion Perognathus alticola	323380.mitochondrion
mitochondrion Perognathus amplus	38408.mitochondrion
mitochondrion Perognathus apache	38676.mitochondrion
mitochondrion Perognathus fasciatus	38677.mitochondrion
mitochondrion Perognathus flavescens	38675.mitochondrion
mitochondrion Perognathus flavus	37443.mitochondrion
mitochondrion Perognathus inornatus	38409.mitochondrion
mitochondrion Perognathus longimembris	38669.mitochondrion
mitochondrion Perognathus merriami	38670.mitochondrion
mitochondrion Perognathus parvus	38671.mitochondrion
mitochondrion Peromyscus boylii	56316.mitochondrion
mitochondrion Peromyscus eremicus	42410.mitochondrion
mitochondrion Peromyscus gossypinus	42411.mitochondrion
mitochondrion Peromyscus keeni	273385.mitochondrion
mitochondrion Peromyscus leucopus	10041.mitochondrion
mitochondrion Peromyscus maniculatus	10042.mitochondrion
mitochondrion Peromyscus maniculatus bairdii	230844.mitochondrion
mitochondrion Peromyscus melanotis	42412.mitochondrion
mitochondrion Peromyscus mexicanus	56317.mitochondrion
mitochondrion Peromyscus polionotus	42413.mitochondrion
mitochondrion Peromyscus sejugis	44241.mitochondrion
mitochondrion Peromyscus slevini	44242.mitochondrion
mitochondrion Peropteryx kappleri	249014.mitochondrion
mitochondrion Peropteryx macrotis	249015.mitochondrion
mitochondrion Petaurista albiventer	209425.mitochondrion
mitochondrion Petaurista alborufus castaneus	209426.mitochondrion
mitochondrion Petaurista alborufus lena	209427.mitochondrion
mitochondrion Petaurista elegans	135717.mitochondrion
mitochondrion Petaurista hainana	254709.mitochondrion
mitochondrion Petaurista leucogenys leucogenys	209428.mitochondrion
mitochondrion Petaurista leucogenys nikkonis	209429.mitochondrion
mitochondrion Petaurista petaurista melanotus	127459.mitochondrion
mitochondrion Petaurista philippensis (Indian giant flying	89095.mitochondrion
mitochondrion Petaurista philippensis grandis	209424.mitochondrion
mitochondrion Petaurista xanthotis	238835.mitochondrion
mitochondrion Petaurista yunanensis	254710.mitochondrion
mitochondrion Petaurus breviceps	34899.mitochondrion
mitochondrion Petenia myersi	172539.mitochondrion
mitochondrion Petenia splendida	96998.mitochondrion
mitochondrion Petrobius brevistylis	50562.mitochondrion
mitochondrion Petrochelidon pyrrhonota	72884.mitochondrion
mitochondrion Petrochelidon rufocollaris	104119.mitochondrion
mitochondrion Petrochromis macrognathus	287480.mitochondrion
mitochondrion Petrochromis orthognathus	28818.mitochondrion
mitochondrion Petromyscus collinus	107279.mitochondrion
mitochondrion Petromyzon marinus	7757.mitochondrion
mitochondrion Petronia dentata	187442.mitochondrion
mitochondrion Petrophassa albipennis	444146.mitochondrion
mitochondrion Petrosaurus thalassinus	81826.mitochondrion
mitochondrion Petroscirtes breviceps (striped poison-fang blenny	57847.mitochondrion
mitochondrion Petunia axillaris subsp. parodii	55890.mitochondrion
mitochondrion Petunia sp.	4104.mitochondrion
mitochondrion Petunia x hybrida	4102.mitochondrion
mitochondrion Petunia x hybrida x Petunia axillaris subsp. parodii	56025.mitochondrion
mitochondrion Peucedramus taeniatus	135441.mitochondrion
mitochondrion Phacochoerus aethiopicus	85517.mitochondrion
mitochondrion Phacochoerus africanus	41426.mitochondrion
mitochondrion Phaeognathus hubrichti	52110.mitochondrion
mitochondrion Phaeothlypis fulvicauda	182942.mitochondrion
mitochondrion Phaethon lepturus	97097.mitochondrion
mitochondrion Phaethon rubricauda	57073.mitochondrion
mitochondrion Phainoptila melanoxantha	161491.mitochondrion
mitochondrion Phalacrocorax capillatus	146617.mitochondrion
mitochondrion Phalaenopsis cornu-cervi	212064.mitochondrion
mitochondrion Phalanger interpositus	356347.mitochondrion
mitochondrion Phalaropus lobatus	240204.mitochondrion
mitochondrion Phalaropus tricolor	227175.mitochondrion
mitochondrion Phalcoboenus australis	56345.mitochondrion
mitochondrion Phalcoboenus megalopterus	321058.mitochondrion
mitochondrion Phallichthys amates	119483.mitochondrion
mitochondrion Phallichthys tico	188089.mitochondrion
mitochondrion Phalloceros caudimaculatus	55108.mitochondrion
mitochondrion Phalloptychus januarius	417465.mitochondrion
mitochondrion Phaner furcifer	261734.mitochondrion
mitochondrion Phanogenia gracilis	329963.mitochondrion
mitochondrion Phapitreron amethystinus	444154.mitochondrion
mitochondrion Phaps chalcoptera	115695.mitochondrion
mitochondrion Pharomachrus antisianus	57430.mitochondrion
mitochondrion Pharomachrus auriceps	59410.mitochondrion
mitochondrion Pharomachrus pavoninus	59411.mitochondrion
mitochondrion Pharyngochromis acuticeps	311497.mitochondrion
mitochondrion Phascogale calura	38776.mitochondrion
mitochondrion Phascogale tapoatafa	9293.mitochondrion
mitochondrion Phascolarctos cinereus	38626.mitochondrion
mitochondrion Phascolopsis gouldii	6442.mitochondrion
mitochondrion Phascolosorex dorsalis (narrow-striped marsupial	9295.mitochondrion
mitochondrion Phaseolus vulgaris	3885.mitochondrion
mitochondrion Phasianus colchicus	9054.mitochondrion
mitochondrion Phasianus versicolor	9055.mitochondrion
mitochondrion Phauda mimica	287207.mitochondrion
mitochondrion Phedina borbonica	317107.mitochondrion
mitochondrion Phenacobius mirabilis	71759.mitochondrion
mitochondrion Phenacogrammus interruptus	42486.mitochondrion
mitochondrion Phenacomys intermedius	56242.mitochondrion
mitochondrion Phenacosaurus heterodermu	235284.mitochondrion
mitochondrion Phenacosaurus inderanae	235285.mitochondrion
mitochondrion Phenacosaurus nicefori	75282.mitochondrion
mitochondrion Pheucticus ludovicianus	135444.mitochondrion
mitochondrion Philaenus spumarius	36667.mitochondrion
mitochondrion Philaethria diatonica	310811.mitochondrion
mitochondrion Philaethria dido	33463.mitochondrion
mitochondrion Philander mcilhennyi	42729.mitochondrion
mitochondrion Philander opossum	9272.mitochondrion
mitochondrion Philemon corniculatus	108844.mitochondrion
mitochondrion Philentoma pyrhoptera	316104.mitochondrion
mitochondrion Philentoma velata	316105.mitochondrion
mitochondrion Philesia magellanica	59099.mitochondrion
mitochondrion Philodendron hederaceum var. oxycardium	71614.mitochondrion
mitochondrion Philodice mitchellii	304674.mitochondrion
mitochondrion Philypnodon grandiceps	150317.mitochondrion
mitochondrion Phloeomys sp. RMA-2005	332671.mitochondrion
mitochondrion Phlogophilus hemileucurus	304676.mitochondrion
mitochondrion Phoca caspica	210165.mitochondrion
mitochondrion Phoca fasciata	39088.mitochondrion
mitochondrion Phoca groenlandica	39089.mitochondrion
mitochondrion Phoca hispida	9718.mitochondrion
mitochondrion Phoca hispida hispida	211011.mitochondrion
mitochondrion Phoca largha	39090.mitochondrion
mitochondrion Phoca sibirica	9719.mitochondrion
mitochondrion Phoca vitulina	9720.mitochondrion
mitochondrion Phocarctos hookeri	34888.mitochondrion
mitochondrion Phocoena phocoena	9742.mitochondrion
mitochondrion Phocoena sinus	42100.mitochondrion
mitochondrion Phodopus campbelli	47665.mitochondrion
mitochondrion Phodopus roborovskii	109678.mitochondrion
mitochondrion Phodopus sungorus	10044.mitochondrion
mitochondrion Phoebastria irrorata	54022.mitochondrion
mitochondrion Phoebastria nigripes (Hawaiian black-footed	54021.mitochondrion
mitochondrion Phoebetria fusca	46544.mitochondrion
mitochondrion Phoebetria palpebrata	46545.mitochondrion
mitochondrion Phoenicopterus ruber	9217.mitochondrion
mitochondrion Phoeniculus purpureus	113189.mitochondrion
mitochondrion Phoenicurus frontalis	228307.mitochondrion
mitochondrion Pholidornis rushiae	208059.mitochondrion
mitochondrion Pholidota carnea	141749.mitochondrion
mitochondrion Pholis crassispina	283025.mitochondrion
mitochondrion Phoronis psammophila	67897.mitochondrion
mitochondrion Phoxinus eos	42663.mitochondrion
mitochondrion Phoxinus erythrogaster	71760.mitochondrion
mitochondrion Phoxinus perenurus mantschuricus	357291.mitochondrion
mitochondrion Phractolaemus ansorgii	169291.mitochondrion
mitochondrion Phreatia tahitensis	163281.mitochondrion
mitochondrion Phrynocephalus interscapularis	118224.mitochondrion
mitochondrion Phrynocephalus mystaceus	116118.mitochondrion
mitochondrion Phrynocephalus raddei	52206.mitochondrion
mitochondrion Phrynosoma asio	43609.mitochondrion
mitochondrion Phrynosoma blainvillii	372482.mitochondrion
mitochondrion Phrynosoma cerroense	372475.mitochondrion
mitochondrion Phrynosoma cornutum	43610.mitochondrion
mitochondrion Phrynosoma coronatum	159093.mitochondrion
mitochondrion Phrynosoma ditmarsi	52575.mitochondrion
mitochondrion Phrynosoma douglassii	43611.mitochondrion
mitochondrion Phrynosoma goodei	348390.mitochondrion
mitochondrion Phrynosoma goodei x mcallii	348391.mitochondrion
mitochondrion Phrynosoma hernandesi	107382.mitochondrion
mitochondrion Phrynosoma mcallii	159094.mitochondrion
mitochondrion Phrynosoma modestum	43612.mitochondrion
mitochondrion Phrynosoma orbiculare	52576.mitochondrion
mitochondrion Phrynosoma platyrhinos	52577.mitochondrion
mitochondrion Phrynosoma solare	159095.mitochondrion
mitochondrion Phrynosoma taurus	159096.mitochondrion
mitochondrion Phrynosoma wigginsi	372476.mitochondrion
mitochondrion Phrynus sp. AH-2005	309714.mitochondrion
mitochondrion Phthonandria atrilineata	339843.mitochondrion
mitochondrion Phyllastrephus albigularis	182894.mitochondrion
mitochondrion Phyllastrephus debilis	147051.mitochondrion
mitochondrion Phyllastrephus fisheri	374625.mitochondrion
mitochondrion Phyllastrephus flavostriatus	59968.mitochondrion
mitochondrion Phyllastrephus hypochloris	374624.mitochondrion
mitochondrion Phyllastrephus icterinus	147052.mitochondrion
mitochondrion Phyllastrephus placidus	374623.mitochondrion
mitochondrion Phyllastrephus scandens	147054.mitochondrion
mitochondrion Phyllastrephus terrestris	374626.mitochondrion
mitochondrion Phyllastrephus xavieri	289198.mitochondrion
mitochondrion Phyllocrania paradoxa	267208.mitochondrion
mitochondrion Phyllomyias uropygialis	360230.mitochondrion
mitochondrion Phyllonycteris aphylla	138702.mitochondrion
mitochondrion Phyllonycteris poeyi	270774.mitochondrion
mitochondrion Phyllops falcatus	270772.mitochondrion
mitochondrion Phylloscopus collybita	48150.mitochondrion
mitochondrion Phylloscopus coronatus	125291.mitochondrion
mitochondrion Phylloscopus fuscatus	56430.mitochondrion
mitochondrion Phylloscopus inornatus	56436.mitochondrion
mitochondrion Phylloscopus proregulus	56435.mitochondrion
mitochondrion Phylloscopus trochiloides ludlowi	144757.mitochondrion
mitochondrion Phylloscopus trochiloides nitidus	144758.mitochondrion
mitochondrion Phylloscopus trochiloides obscuratus	144759.mitochondrion
mitochondrion Phylloscopus trochiloides plumbeitarsus	144760.mitochondrion
mitochondrion Phylloscopus trochiloides trochiloides	144761.mitochondrion
mitochondrion Phylloscopus trochiloides viridanus	144762.mitochondrion
mitochondrion Phylloscopus trochilus	9182.mitochondrion
mitochondrion Phyllostomus elongatus	187005.mitochondrion
mitochondrion Phyllostomus hastatus	9423.mitochondrion
mitochondrion Phyllotis darwini	56232.mitochondrion
mitochondrion Phylloxera sp. MBLM1	136361.mitochondrion
mitochondrion Phylloxera sp. MBLM2	136364.mitochondrion
mitochondrion Phyllurus cornutus	255193.mitochondrion
