#Latin name	Filename (NCBI Taxonomy ID)
Hantavirus AH211	164249
Hantavirus CJAp93	424382
Hantavirus Gou3-v9	164252
Hantavirus HTN261	124855
Hantavirus JUN5-14	350036
Hantavirus LR1	135737
Hantavirus Liu	164250
Hantavirus Lodz-1	96509
Hantavirus Lodz-2	96510
Hantavirus Monongahela-1	42356
Hantavirus RG9	135736
Hantavirus S85-46	164256
Hantavirus SN7	164255
Hantavirus Thailand 741	289236
Hantavirus Z10	93830
Hantavirus Z37	279233
Hantavirus Z5	414241
Hantavirus sp.	37741
Hantavirus sp. Paranoa	443627
Hantavirus strain CJilin93	310790
Hantavirus strain Itapua 37	367398
Hantavirus strain Itapua 38	367399
Hantavirus strain YU61	310791
Hanusia phi	3032
Hapalemur griseus	13557
Haplochromis chilotes	257977
Haplomitrium hookeri	37406
Haplomitrium mnioides	56921
Haplotaxodon microlepis	70786
Harmonia axyridis	115357
Harpagifer antarcticus	43256
Harpagochromis sp.	51175
Harpagochromis squamipinnis	303552
Harrisina brillians granulovirus	115813
Hartmannella cantabrigiensis	239731
Hartmannella vermiformis	5778
Harvey murine sarcoma virus	11807
Havel river tombusvirus	254711
Hawaii calicivirus	33750
Hawaiian goose poxvirus	228177
Hawaiian green turtle herpesvirus	70564
Hazara virus	11597
Hebeloma cylindrosporum	76867
Hedera helix	4052
Helarctos malayanus	9634
Helenium virus S	12171
Helianthus annuus	4232
Helianthus debilis little leaf phytoplasma	363911
Helianthus petiolaris	4234
Helianthus tuberosus	4233
Helicobacter acinonychis	212
Helicobacter acinonychis str. Sheeba	382638
Helicobacter bilis	37372
Helicobacter bizzozeronii	56877
Helicobacter felis	214
Helicobacter hepaticus	32025
Helicobacter hepaticus ATCC 51449	235279
Helicobacter muridarum	216
Helicobacter mustelae	217
Helicobacter pullorum	35818
Helicobacter pylori	102619
Helicobacter pylori 26695	85962
Helicobacter pylori HPAG1	357544
Helicobacter pylori J99	85963
Helicobacter pylori SS1	102617
Helicobasidium mompa	54444
Helicobasidium mompa No.17 dsRNA virus	196690
Helicobasidium mompa dsRNA mycovirus	91913
Helicobasidium mompa endornavirus 1-670	331626
Helicobasidium mompa mitovirus 1-18	233046
Helicobasidium mompa partitivirus V1-1	233049
Helicobasidium mompa partitivirus V1-2	233050
Helicodiceros muscivorus	202906
Heliconius erato	33431
Heliconius melpomene	34740
Helicosporidium sp. ex Simulium jonesii	145475
Helicosporium sp. HN1	171189
Helicoverpa armigera	29058
Helicoverpa armigera NPV	51313
Helicoverpa armigera nucleopolyhedrovirus G4	148363
Helicoverpa armigera stunt virus	37206
Helicoverpa assulta	52344
Helicoverpa assulta nucleopolyhedrosis virus	341947
Helicoverpa punctigera	27545
Helicoverpa zea	7113
Helicoverpa zea SNPV	10468
Heligmosomoides polygyrus	6339
Heliobacillus mobilis	28064
Heliobacterium chlorum	2698
Heliobacterium gestii	2699
Heliobacterium modesticaldum	35701
Heliocidaris erythrogramma	7634
Heliocidaris tuberculata	7635
Heliothis armigera cypovirus 14	327947
Heliothis armigera cypovirus 5 (Heliothis armigera cytoplasmic	332585
Heliothis armigera cytoplasmic polyhedrosis virus	31593
Heliothis armigera entomopoxvirus 'L'	10290
Heliothis armigera granulovirus	45440
Heliothis assulta cypovirus 14 (Heliothis assulta cytoplasmic	332588
Heliothis virescens	7102
Heliothis virescens ascovirus 3	173090
Heliothis virescens ascovirus 3c	113368
Heliothis virescens ascovirus 3e	260797
Heliothis zea virus 1	29250
Heliotropium indicum	248297
Helisoma trivolvis	27815
Helix aspersa	6535
Helix lucorum	31229
Helix pomatia	6536
Helminthosporium victoriae 145S virus	164750
Helminthosporium victoriae virus 190S	45237
Helobdella robusta	6412
Helobdella sp. MS-2000	399104
Helobdella triserialis	6413
Heloderma horridum	8551
Heloderma suspectum	8554
Heloniopsis orientalis	87628
Hemerocallis hybrid cultivar	29711
Hemibarbus mylodon	351240
Hemicentrotus pulcherrimus	7650
Hemidactylus turcicus	58195
Hemidesmus indicus	63476
Hemigrapsus sanguineus	40176
Hemiramphus brasiliensis	129050
Hemitragus jemlahicus	37179
Hemitripterus americanus	8094
Hemp dogbane yellows phytoplasma	230566
Hemp fiber witches'-broom phytoplasma	409444
Hendra virus	63330
Hepatitis A virus	386455
Hepatitis B virus	106821
Hepatitis B virus subtype ADR	106820
Hepatitis B virus subtype ADW2	10408
Hepatitis C virus	357991
Hepatitis C virus genotype 2	40271
Hepatitis C virus subtype 1b	31647
Hepatitis C virus subtype 6a	31655
Hepatitis E virus	33774
Hepatitis G virus isolate PEI	140024
Hepatitis GB virus B	39113
Hepatitis delta virus	261996
Hepatopancreatic parvovirus of penaeid shrimp	139034
Heracleum latent virus	48876
Herbaspirillum huttiense	86172
Herbaspirillum seropedicae	964
Herbaspirillum sp. 9	308054
Herbaspirillum sp. B501	137773
Herbaspirillum sp. B601	321700
Herdmania curvata	62068
Herdmania momus	7733
Hericium erinaceum	91752
Herminiimonas arsenicoxydans	204773
Hermissenda crassicornis	205593
Heron hepatitis B virus	28300
Herpailurus yaguarondi	61402
Herpes simplex virus 1 strain R-15	36345
Herpestes ichneumon	9700
Herpesvirus papio 2	36347
Herpetomonas megaseliae	5717
Herpetomonas muscarum	5718
Herpetomonas pessoai	5715
Heteractis crispa	175771
Heteractis magnifica	38281
Heterandria formosa	55104
Heterobasidion annosum	13563
Heterobasidion annosum P-type partitivirus	186815
Heterocapsa circularisquama RNA virus	331975
Heterocapsa pygmaea	35672
Heterocapsa triquetra	66468
Heterodera glycines	51029
Heterodera schachtii	97005
Heterodontus francisci	7792
Heterodontus japonicus	95544
Heterodontus portusjacksoni	7793
Heterohyrax brucei	77598
Heterolobosea sp. BA	373143
Heteropneustes fossilis	93621
Heterosigma akashiwo	2829
Heterosigma akashiwo RNA virus SOG263	239720
Heterosigma akashiwo virus 01	97195
Heterosigma carterae	28465
Hevea brasiliensis	3981
Hevea brasiliensis subsp. brasiliensis	187338
Hexamita inflata	28002
Hexamita sp.	28003
Hibiscus chlorotic ringspot virus	53181
Hibiscus elatus	343497
Hibiscus latent Fort Pierce virus	233051
Hibiscus latent Singapore virus	185955
Hibiscus pernambucensis	343496
Hibiscus rosa-sinensis mosaic virus	329256
Hibiscus syriacus	106335
Hibiscus tiliaceus	183267
Hibiscus variegation virus	361736
Hieracium caespitosum	221190
Hieracium pilosella	221204
Hieracium piloselloides	102746
Highlands J virus	11024
Himantoglossum robertianum	59318
Himetobi P virus	81583
Hippeastrum latent virus	335963
Hippeastrum sp.	4696
Hippocampus comes	109280
Hippocampus kuda	103715
Hippoglossoides platessoides	34817
Hippoglossus hippoglossus	8267
Hippopotamus amphibius	9833
Hipposideros commersoni	110941
Hippotragus niger	37189
Hirame rhabdovirus	38142
Hirsutella minnesotensis	332947
Hirsutella rhossiliensis	111463
Hirsutella thompsonii	42368
Hirtodrosophila confusa	77771
Hirtodrosophila pictiventris	7255
Hirudinaria manillensis	6419
Hirudo medicinalis	6421
Hirudo nipponia	42736
His1 virus	128708
His2 virus	128710
Hister sp. APV-2005	292455
Histophilus somni	731
Histoplasma capsulatum var. capsulatum	278162
Histriculus cavicola	47668
Hizikia fusiformis	74103
HoJo virus	11583
HoMuLV murine leukemia virus	11799
Hodotermopsis japonica	62959
Hodotermopsis sjoestedti	377914
Holbrookia maculata	43597
Holcus lanatus	29679
Hollyhock leaf crumple virus - [Cairo2]	269096
Hollyhock leaf crumple virus-[Cairo]	223279
Hollyhock leaf crumple virus-[Giza]	223280
Holomastigotoides mirabile	104086
Holospora obtusa	49893
Holosticha polystylata	170499
Holosticha sp. HL-2004	270666
Holosticha sp. WJC-2003	243311
Holothuria glaberrima	31192
Holothuria tubulosa	7685
Holotrichia diomphalia	33394
Homalodisca coagulata	197043
Homalodisca coagulata virus-1	359812
Homarus americanus	6706
Homarus gammarus	6707
Homo sapiens	9606
Homogyne alpina	257033
Honey bee slow paralysis virus	458132
Honeysuckle yellow vein beta-[Japan:Fukui:2001]	435486
Honeysuckle yellow vein beta-[Japan:Masuda:2003]	434070
Honeysuckle yellow vein mosaic beta-[Japan:Kumamoto:1998]	434066
Honeysuckle yellow vein mosaic beta-[Japan:Miyizaki:2001]	435488
Honeysuckle yellow vein mosaic virus	180587
Honeysuckle yellow vein mosaic virus satellite DNA beta	221037
Honeysuckle yellow vein mosaic virus-[Japan:Miyazaki:2001]	435487
Honeysuckle yellow vein mosaic virus-[Kagoshima]	288474
Honeysuckle yellow vein mosaic virus-[Nara1]	417190
Honeysuckle yellow vein mosaic virus-[Nara2]	417191
Honeysuckle yellow vein mosaic virus-[Yamaguchi]	226085
Honeysuckle yellow vein virus-[Japan:Fukui:2001]	434023
Honeysuckle yellow vein virus-[Japan:Masuda:2003]	435489
Honeysuckle yellow vein virus-[UK1]	240866
Honeysuckle yellow vein virus-[UK2]	240867
Hookeria lucens	65539
Hop latent virus	104263
Hop mosaic virus	142843
Hoplobatrachus rugulosus	110072
Hoplocephalus stephensii	196418
Hordeum bogdanii	4515
Hordeum brevisubulatum	52155
Hordeum brevisubulatum subsp. turkestanicum	234868
Hordeum bulbosum	4516
Hordeum chilense	15565
Hordeum lechleri	38856
Hordeum mosaic virus	41764
Hordeum vulgare	4513
Hordeum vulgare subsp. spontaneum	77009
Hordeum vulgare subsp. vulgare	112509
Horsegram yellow mosaic virus	263793
Horsepox virus	397342
Horseradish curly top virus	46448
Horseradish latent virus	264076
Hortaea acidophila	245834
Hortaea werneckii	91943
Hosta virus X	214439
Hotaria papariensis	157269
Hotaria parvula	39323
Hotaria tsushimana	71206
Hotaria unmunsana	190477
Hottentotta judaicus	6863
Houttuynia cordata	16752
Hoya carnosa	206227
Hu39694 virus	69244
Human Endogenous Retrovirus IDDMK1,2-22	64382
Human Respiratory syncytial virus 9320	253182
Human T-cell lymphotropic virus type 2b	36368
Human T-cell lymphotropic virus type 4	11725
Human T-lymphotropic virus 1	11908
Human T-lymphotropic virus 2	11909
Human T-lymphotropic virus 3	28332
Human adenovirus 1	10533
Human adenovirus 19a	88059
Human adenovirus 19p	88060
Human adenovirus 2	10515
Human adenovirus 37	52275
Human adenovirus 5	28285
Human adenovirus 52	332179
Human adenovirus 6	10534
Human adenovirus B	108098
Human adenovirus C	129951
Human adenovirus E	130308
Human adenovirus F	130309
Human adenovirus type 10	28275
Human adenovirus type 11	343463
Human adenovirus type 12	28282
Human adenovirus type 13	46921
Human adenovirus type 14	10521
Human adenovirus type 15	28276
Human adenovirus type 16	31544
Human adenovirus type 17	46922
Human adenovirus type 18	10528
Human adenovirus type 19	28278
Human adenovirus type 19a	47231
Human adenovirus type 19p	134640
Human adenovirus type 20	46923
Human adenovirus type 21	32608
Human adenovirus type 22	46924
Human adenovirus type 23	46925
Human adenovirus type 24	46926
Human adenovirus type 25	46927
Human adenovirus type 26	46928
Human adenovirus type 27	46929
Human adenovirus type 28	46930
Human adenovirus type 29	46931
Human adenovirus type 3	45659
Human adenovirus type 30	46932
Human adenovirus type 31	10529
Human adenovirus type 32	46933
Human adenovirus type 33	46934
Human adenovirus type 34	10548
Human adenovirus type 34a	35261
Human adenovirus type 35	10522
Human adenovirus type 35+11	262789
Human adenovirus type 35p	35262
Human adenovirus type 36	46936
Human adenovirus type 37	38437
Human adenovirus type 38	46943
Human adenovirus type 39	46935
Human adenovirus type 4	28280
Human adenovirus type 40	28284
Human adenovirus type 41	10524
Human adenovirus type 42	46937
Human adenovirus type 43	46938
Human adenovirus type 44	46939
Human adenovirus type 45	46940
Human adenovirus type 46	46941
Human adenovirus type 47	46942
Human adenovirus type 48	39641
Human adenovirus type 49	218120
Human adenovirus type 50	107462
Human adenovirus type 50 prototype strain Wan	321934
Human adenovirus type 51	245072
Human adenovirus type 7	10519
Human adenovirus type 7a	85755
Human adenovirus type 7d	101029
Human adenovirus type 7d2	326124
Human adenovirus type 7l	310800
Human adenovirus type 7p	316517
Human adenovirus type 8	31545
Human adenovirus type 8E	216370
Human adenovirus type 9	10527
Human astrovirus	12702
Human astrovirus 1	12456
Human astrovirus 2	12701
Human astrovirus 3	35740
Human astrovirus 4	35300
Human astrovirus 5	35741
Human astrovirus 6	37130
Human astrovirus 7	38950
Human astrovirus 8	43358
Human bocavirus	329641
Human bocavirus WLL-1	394504
Human bocavirus WLL-2	430048
Human bocavirus WLL-3	444473
Human calicivirus HU/NLV/Bham132/95/UK	122915
Human calicivirus HU/NLV/Birmingham/93/UK	122916
Human calicivirus HU/NLV/Hillingdon/90/UK	122911
Human calicivirus HU/NLV/Koblenz/433/2000/DE	165252
Human calicivirus HU/NLV/Leeds/90/UK	122912
Human calicivirus HU/NLV/Musgrove/89/UK	122918
Human calicivirus HU/NLV/Parkroyal/95/UK	122917
Human calicivirus HU/NLV/Rbh/93/UK	122921
Human calicivirus HU/NLV/Seacroft/90/UK	122924
Human calicivirus HU/NLV/Sindlesham/95/UK	122919
Human calicivirus HU/NLV/Symgreen/95/UK	122923
Human calicivirus HU/NLV/Thistlehall/90/UK	122925
Human calicivirus HU/NLV/Valetta/95/Malta	122920
Human calicivirus HU/NLV/Whiterose/96/UK	122914
Human calicivirus HU/NLV/Winchester/94/UK	122913
Human calicivirus HU/NLV/Wortley/90/UK	122922
Human calicivirus Hu/NLV/Berlin/226/01/DE	173923
Human calicivirus Hu/NLV/Bitburg/289/01/DE	173924
Human calicivirus Hu/NLV/GII/MD101-2/1987/US	159311
Human calicivirus Hu/NLV/GII/MD134-10/1987/US	159312
Human calicivirus Hu/NLV/GII/MD134-7/1987/US	158464
Human calicivirus Hu/NLV/GII/MD145-12/1987/US	158465
Human calicivirus Hu/NLV/Oxford/B5S22/2003/UK	270370
Human calicivirus Hu/NLV/Queen's Arms/Leeds/92/UK	159480
Human calicivirus Hu/SLV/Lyon/30388/98/F	112231
Human calicivirus Hu/SLV/Lyon/598/97/F	144196
Human calicivirus NLV/1157-01/SWE	227510
Human calicivirus NLV/1312-01/SWE	227511
Human calicivirus NLV/1464-01/SWE	227512
Human calicivirus NLV/1581-01/SWE	233587
Human calicivirus NLV/186-01/SWE	227514
Human calicivirus NLV/1937-00/SWE	227515
Human calicivirus NLV/2004-00/SWE	227516
Human calicivirus NLV/2102-00/SWE	227517
Human calicivirus NLV/2115-00/SWE	227518
Human calicivirus NLV/2197-00/SWE	227519
Human calicivirus NLV/2366-00/SWE	227520
Human calicivirus NLV/500-01/SWE	227521
Human calicivirus NLV/Aichi/124-89/JP	255696
Human calicivirus NLV/Altenkirchen 140/01/DE	173918
Human calicivirus NLV/Beeskow/124/00/DE	173931
Human calicivirus NLV/Berlin/159/98/DE	173916
Human calicivirus NLV/Berlin/238/98/DE	173917
Human calicivirus NLV/Berlin/491/00/DE	173933
Human calicivirus NLV/Berlin/495/00/DE	173934
Human calicivirus NLV/Boxer/2001/US	207658
Human calicivirus NLV/C59/99	177069
Human calicivirus NLV/Chesterfield/434/1997/US	173724
Human calicivirus NLV/DIJON171/96	186843
Human calicivirus NLV/Dillingen 259/01/DE	173919
Human calicivirus NLV/Dillingen 391/01/DE	173920
Human calicivirus NLV/Erfurt/007/00/DE	173928
Human calicivirus NLV/Erfurt/546/00/DE	173929
Human calicivirus NLV/Frankfurt(Oder)/170/99/DE	173926
Human calicivirus NLV/GII/Langen1061/2002/DE	258453
Human calicivirus NLV/Herzberg 385/01/DE	207828
Human calicivirus NLV/Idaho Falls/378/1996/US	173723
Human calicivirus NLV/J23/1999/US	207242
Human calicivirus NLV/Koenigswusterhausen/130/00/DE	173932
Human calicivirus NLV/Ludwigslust/218/99/DE	122910
Human calicivirus NLV/Ludwigslust/221/99/DE	173927
Human calicivirus NLV/M7/1999/US	207241
Human calicivirus NLV/MOH/99	168224
Human calicivirus NLV/Mora/97/SE	189467
Human calicivirus NLV/Oberhausen 455/01/DE	173921
Human calicivirus NLV/Oberschleissheim/112/99/DE	173925
Human calicivirus NLV/Pirna/110/00/DE	173930
Human calicivirus NLV/Potsdam 196/2000/DE	150135
Human calicivirus NLV/Schwerin 003/00/DE	168852
Human calicivirus NLV/Stav/95/Nor	182835
Human calicivirus NLV/VA497/1999/US	207657
Human calicivirus NLV/VA97207/1997	165510
Human calicivirus NLV/VA98115/1998	165509
Human calicivirus NLV/VA98387/1998	165511
Human calicivirus NLV/Wiesbaden 294/01/DE	173922
Human calicivirus SLV/Arg39	231395
Human calicivirus SLV/Bristol/98/UK	248942
Human calicivirus SLV/Hou7-1181	177067
Human calicivirus SLV/Mex14917/2000	177066
Human calicivirus SLV/Mex340/1990	177065
Human calicivirus SLV/cruise ship/2000/USA	215294
Human calicivirus strain Arg320	106586
Human calicivirus strain Mc37	235136
Human calicivirus strain Melksham	268832
Human coronavirus 229E	11137
Human coronavirus HKU1	290028
Human coronavirus NL63	277944
Human coronavirus OC43	31631
Human coxsackievirus A1	42779
Human coxsackievirus A10	42769
Human coxsackievirus A11	42770
Human coxsackievirus A12	42771
Human coxsackievirus A13	42772
Human coxsackievirus A14	42773
Human coxsackievirus A15	42774
Human coxsackievirus A16	69159
Human coxsackievirus A17	42775
Human coxsackievirus A18	42776
Human coxsackievirus A19	42778
Human coxsackievirus A2	33757
Human coxsackievirus A20	42782
Human coxsackievirus A21	12070
Human coxsackievirus A22	42783
Human coxsackievirus A24	36404
Human coxsackievirus A3	42784
Human coxsackievirus A4	42785
Human coxsackievirus A5	42786
Human coxsackievirus A6	86107
Human coxsackievirus A7	42787
Human coxsackievirus A8	42788
Human coxsackievirus A9	12068
Human coxsackievirus B1	12071
Human coxsackievirus B2	82639
Human coxsackievirus B3	12072
Human coxsackievirus B4	12073
Human coxsackievirus B5	12074
Human coxsackievirus B6	74561
Human echovirus 11	12078
Human echovirus 12	35293
Human echovirus 13	47501
Human echovirus 14	47502
Human echovirus 15	47503
Human echovirus 16	47504
Human echovirus 17	47505
Human echovirus 18	47506
Human echovirus 19	47507
Human echovirus 2	35294
Human echovirus 20	47508
Human echovirus 21	47509
Human echovirus 24	47510
Human echovirus 25	45101
Human echovirus 26	47511
Human echovirus 27	45999
Human echovirus 29	47512
Human echovirus 3	47516
Human echovirus 30	41846
Human echovirus 31	47513
Human echovirus 32	47514
Human echovirus 33	47515
Human echovirus 4	35295
Human echovirus 5	40280
Human echovirus 6	12062
Human echovirus 7	46018
Human echovirus 9	12060
Human endogenous retrovirus	11827
Human endogenous retrovirus ERV-9	11745
Human endogenous retrovirus HCML-ARV	228277
Human endogenous retrovirus HERV-K(I)	135106
Human endogenous retrovirus HERV-K(II)	135210
Human endogenous retrovirus K	45617
Human endogenous retrovirus K113	166122
Human endogenous retrovirus K115	166123
Human enteric coronavirus 4408	166124
Human enterovirus 101	408681
Human enterovirus 68	42789
Human enterovirus 69	171720
Human enterovirus 70	31915
Human enterovirus 71	103922
Human enterovirus 74	222889
Human enterovirus 75	282345
Human enterovirus 76	306588
Human enterovirus 77	222887
Human enterovirus 79	318562
Human enterovirus 80	318563
Human enterovirus 81	318564
Human enterovirus 82	318565
Human enterovirus 83	318566
Human enterovirus 85	318568
Human enterovirus 86	318569
Human enterovirus 87	318570
Human enterovirus 88	318571
Human enterovirus 89	306586
Human enterovirus 90	297248
Human enterovirus 91	306587
Human enterovirus 94	318572
Human enterovirus 97	325446
Human enterovirus B	138949
Human enterovirus Hangzhou13-02	310756
Human enterovirus Ningbo3-02	310755
Human erythrovirus V9	72197
Human erythrovirus VX	104382
Human foamy virus	11641
Human group 1 coronavirus associated with pneumonia	270642
Human hepatitis A virus	208726
Human herpesvirus 1	10298
Human herpesvirus 1 strain KOS	10306
Human herpesvirus 2	10316
Human herpesvirus 2 strain 333	10313
Human herpesvirus 2 strain G	10314
Human herpesvirus 3	10340
Human herpesvirus 3 VZV-32	154633
Human herpesvirus 3 strain Ellen	160458
Human herpesvirus 4	31525
Human herpesvirus 4 type 1	36352
Human herpesvirus 4 type 2	12509
Human herpesvirus 5	311339
Human herpesvirus 5 strain AD169	10360
Human herpesvirus 5 strain Towne	10363
Human herpesvirus 6	10370
Human herpesvirus 6A	32603
Human herpesvirus 6B	32604
Human herpesvirus 7	262398
Human herpesvirus 8	37296
Human herpesvirus 8 type M	435895
Human herpesvirus 8 type P	435896
Human immunodeficiency virus	12721
Human immunodeficiency virus 1	11676
Human immunodeficiency virus 2	11709
Human metapneumovirus	162145
Human orf virus	240708
Human papillomavirus	10566
Human papillomavirus - 54	333766
Human papillomavirus - 72	333770
Human papillomavirus - 81	333771
Human papillomavirus - 83	333772
Human papillomavirus - cand62	334210
Human papillomavirus - cand85	151757
Human papillomavirus - cand86	171370
Human papillomavirus - cand87	120381
Human papillomavirus - cand89	202250
Human papillomavirus - cand90	333769
Human papillomavirus - cand91	202252
Human papillomavirus RTRX7	79691
Human papillomavirus type 10	333759
Human papillomavirus type 101	338325
Human papillomavirus type 102	338327
Human papillomavirus type 103	338323
Human papillomavirus type 106	338326
Human papillomavirus type 107	427343
Human papillomavirus type 11	10580
Human papillomavirus type 12	10604
Human papillomavirus type 13	10573
Human papillomavirus type 14	10605
Human papillomavirus type 14D	31546
Human papillomavirus type 15	10606
Human papillomavirus type 16	333760
Human papillomavirus type 17	10607
Human papillomavirus type 18	333761
Human papillomavirus type 19	10608
Human papillomavirus type 1a	10583
Human papillomavirus type 2	333751
Human papillomavirus type 20	31547
Human papillomavirus type 21	31548
Human papillomavirus type 22	37954
Human papillomavirus type 23	37955
Human papillomavirus type 24	37956
Human papillomavirus type 25	10609
Human papillomavirus type 26	333762
Human papillomavirus type 27	333752
Human papillomavirus type 27b	325568
Human papillomavirus type 28	37111
Human papillomavirus type 29	37112
Human papillomavirus type 2c	10610
Human papillomavirus type 3	10614
Human papillomavirus type 30	10611
Human papillomavirus type 31	10585
Human papillomavirus type 32	333763
Human papillomavirus type 33	10586
Human papillomavirus type 34	333764
Human papillomavirus type 35	10587
Human papillomavirus type 35H	31551
Human papillomavirus type 36	37957
Human papillomavirus type 37	37958
Human papillomavirus type 38	37959
Human papillomavirus type 38b	334514
Human papillomavirus type 39	10588
Human papillomavirus type 4	10617
Human papillomavirus type 40	10615
Human papillomavirus type 41	10589
Human papillomavirus type 43	10591
Human papillomavirus type 44	10592
Human papillomavirus type 45	10593
Human papillomavirus type 47	10594
Human papillomavirus type 48	40538
Human papillomavirus type 49	10616
Human papillomavirus type 5	333923
Human papillomavirus type 50	40539
Human papillomavirus type 52	10618
Human papillomavirus type 53	333765
Human papillomavirus type 55	37114
Human papillomavirus type 56	10596
Human papillomavirus type 57	333753
Human papillomavirus type 57b	186160
Human papillomavirus type 58	10598
Human papillomavirus type 59	37115
Human papillomavirus type 5b	10599
Human papillomavirus type 6	31552
Human papillomavirus type 60	40540
Human papillomavirus type 61	37116
Human papillomavirus type 63	28311
Human papillomavirus type 65	28312
Human papillomavirus type 66	37119
Human papillomavirus type 67	37120
Human papillomavirus type 68	45240
Human papillomavirus type 68a	338322
Human papillomavirus type 69	37121
Human papillomavirus type 6a	37122
Human papillomavirus type 6b	10600
Human papillomavirus type 6vc	66311
Human papillomavirus type 7	10620
Human papillomavirus type 70	39457
Human papillomavirus type 71	120686
Human papillomavirus type 73	51033
Human papillomavirus type 74	44028
Human papillomavirus type 75	69984
Human papillomavirus type 76	69985
Human papillomavirus type 77	69986
Human papillomavirus type 80	69987
Human papillomavirus type 82	129724
Human papillomavirus type 84	150546
Human papillomavirus type 9	10621
Human papillomavirus type 92	211787
Human papillomavirus type 93	247268
Human papillomavirus type 94	260717
Human papillomavirus type 95	260716
Human papillomavirus type 96	247269
Human papillomavirus type 97	338324
Human papillomavirus type JC9710	76490
Human parainfluenza virus 1	31605
Human parainfluenza virus 1 strain Washington/1964	188538
Human parainfluenza virus 2	11214
Human parainfluenza virus 3	11216
Human parainfluenza virus 4a	11225
Human parainfluenza virus 4b	11227
Human parechovirus 1	12063
Human parechovirus 2	39085
Human parechovirus 3	195055
Human parechovirus 4	362784
Human parechovirus 5	376148
Human parechovirus 6	411152
Human parvovirus 4	289365
Human parvovirus 5	342566
Human parvovirus B19	10798
Human parvovirus B19 - A6	182494
Human picobirnavirus	145856
Human poliovirus 1	12080
Human poliovirus 1 Mahoney	12081
Human poliovirus 1 strain Sabin	12082
Human poliovirus 2	12083
Human poliovirus 3	12086
Human respiratory syncytial virus	410251
Human respiratory syncytial virus A	208893
Human respiratory syncytial virus B	208895
Human respiratory syncytial virus S2	410078
Human rhinovirus 10	185892
Human rhinovirus 11	39767
Human rhinovirus 12	147684
Human rhinovirus 14	12131
Human rhinovirus 15	185894
Human rhinovirus 16	31708
Human rhinovirus 17	150904
Human rhinovirus 1B	12129
Human rhinovirus 2	12130
Human rhinovirus 23	12135
Human rhinovirus 24	185897
Human rhinovirus 27	185900
Human rhinovirus 28	147672
Human rhinovirus 3	44130
Human rhinovirus 30	185901
Human rhinovirus 34	185905
Human rhinovirus 35	167329
Human rhinovirus 36	147673
Human rhinovirus 37	147680
Human rhinovirus 38	185906
Human rhinovirus 39	185907
Human rhinovirus 4	185889
Human rhinovirus 41	185909
Human rhinovirus 44	185910
Human rhinovirus 46	167324
Human rhinovirus 48	147679
Human rhinovirus 49	44131
Human rhinovirus 52	147677
Human rhinovirus 53	185913
Human rhinovirus 55	185915
Human rhinovirus 59	185918
Human rhinovirus 6	147681
Human rhinovirus 64	185922
Human rhinovirus 7	44136
Human rhinovirus 70	185926
Human rhinovirus 73	185928
Human rhinovirus 74	185929
Human rhinovirus 75	185930
Human rhinovirus 76	185931
Human rhinovirus 78	147685
Human rhinovirus 88	185939
Human rhinovirus 89	12132
Human rhinovirus 93	167327
Human rhinovirus 94	185941
Human rhinovirus A	147711
Human rhinovirus QPM	435275
Human rhinovirus sp.	169066
Human rotavirus	79732
Human rotavirus 1	36428
Human rotavirus 1 strain RV4	31570
Human rotavirus 2	36429
Human rotavirus 4	36431
Human rotavirus A	10941
Human rotavirus A G9P6	203964
Human rotavirus A RMC/G60	290541
Human rotavirus A RMC/G66	290547
Human rotavirus A RMC/G7	290542
Human rotavirus A RMC437	290543
Human rotavirus A RMC61	290544
Human rotavirus A strain CMH222	359942
Human rotavirus A strain RMC100	180231
Human rotavirus ADRV-N	295016
Human rotavirus ASG6.02	173527
Human rotavirus B	10942
Human rotavirus B strain CAL	106330
Human rotavirus B strain CAL-1	121794
Human rotavirus C	10943
Human rotavirus DG8	69831
Human rotavirus G1	72132
Human rotavirus G10	263595
Human rotavirus G10P11	263596
Human rotavirus G12	215680
Human rotavirus G1P6	105502
Human rotavirus G1P8	105503
Human rotavirus G2	73034
Human rotavirus G2P4	105506
Human rotavirus G3	73036
Human rotavirus G3P8	105504
Human rotavirus G4	35336
Human rotavirus G4 strain VA70	10961
Human rotavirus G4P[8]	105505
Human rotavirus G5P[6]	380390
Human rotavirus G6	111609
Human rotavirus G8	111610
Human rotavirus G9	42567
Human rotavirus HMG035	161239
Human rotavirus ID45/2	61856
Human rotavirus II type 1	36432
Human rotavirus MP409	94432
Human rotavirus SC185	141265
Human rotavirus serotype 1 / strain M37	10954
Human rotavirus serotype 2 / strain 1076	48539
Human rotavirus strain MP409	96046
Human rotavirus strain NnB1	79065
Human rotavirus strain S12/85	79064
Human rotavirus strain St. Thomas 3	10960
Human spumaretrovirus	11963
Human torovirus	67605
Human type D retrovirus	28329
Humicola grisea	5527
Humicola grisea var. thermoidea	5528
Humicola insolens	34413
Humulus japonicus	3485
Humulus japonicus latent virus	269213
Humulus lupulus	3486
Humulus scandens	228586
Huperzia serrata	355589
Huso huso	61971
Hyacinthus orientalis	82025
Hyaena hyaena	95912
Hyalomma anatolicum anatolicum	176093
Hyalomma anatolicum excavatum	257692
Hyalomma asiaticum	266040
Hyalomma asiaticum asiaticum	266039
Hyaloperonospora parasitica	123356
Hyalophora cecropia	7123
Hyas araneus	361634
